Timestamp,Hostname,Service,Message
01-06-2009 06:06,combo,kernel,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac)
01-06-2009 06:06,combo,kernel,audit: initializing netlink socket (disabled)
01-06-2009 06:06,combo,kernel,audit(1118297138.4294965368:0): initialized
01-06-2009 06:06,combo,kernel,"Total HugeTLB memory allocated, 0"
01-06-2009 06:06,combo,rc,Starting pcmcia:  succeeded
01-06-2009 06:06,combo,kernel,VFS: Disk quotas dquot_6.5.1
01-06-2009 06:06,combo,kernel,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)"
01-06-2009 06:06,combo,kernel,SELinux:  Registering netfilter hooks
01-06-2009 06:06,combo,kernel,Initializing Cryptographic API
01-06-2009 06:06,combo,kernel,pci_hotplug: PCI Hot Plug PCI Core version: 0.5
01-06-2009 06:06,combo,kernel,isapnp: Scanning for PnP cards...
01-06-2009 06:06,combo,kernel,isapnp: No Plug & Play device found
01-06-2009 06:06,combo,kernel,Real Time Clock Driver v1.12
01-06-2009 06:06,combo,kernel,Linux agpgart interface v0.100 (c) Dave Jones
01-06-2009 06:06,combo,kernel,agpgart: Detected an Intel i810 E Chipset.
01-06-2009 06:06,combo,kernel,agpgart: Maximum main memory to use for agp memory: 93M
01-06-2009 06:06,combo,bluetooth,hcid startup succeeded
01-06-2009 06:06,combo,kernel,agpgart: detected 4MB dedicated video ram.
01-06-2009 06:06,combo,hcid[1677],HCI daemon ver 2.4 started
01-06-2009 06:06,combo,network,Setting network parameters:  succeeded 
01-06-2009 06:06,combo,bluetooth,sdpd startup succeeded
01-06-2009 06:06,combo,kernel,agpgart: AGP aperture is 64M @ 0xf4000000
01-06-2009 06:06,combo,sdpd[1681],sdpd v1.5 started 
01-06-2009 06:06,combo,network,Bringing up loopback interface:  succeeded 
01-06-2009 06:06,combo,kernel,"Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled"
01-06-2009 06:06,combo,kernel,ttyS0 at I/O 0x3f8 (irq = 4) is a 16550A
01-06-2009 06:06,combo,kernel,ttyS1 at I/O 0x2f8 (irq = 3) is a 16550A
01-06-2009 06:06,combo,kernel,RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize
01-06-2009 06:06,combo,kernel,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2
01-06-2009 06:06,combo,netfs,Mounting other filesystems:  succeeded
01-06-2009 06:06,combo,kernel,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx
01-06-2009 06:06,combo,kernel,ICH: IDE controller at PCI slot 0000:00:1f.1
01-06-2009 06:06,combo,apmd[1717],"Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)"
01-06-2009 06:06,combo,apmd,apmd startup succeeded
01-06-2009 06:06,combo,kernel,ICH: chipset revision 2
01-06-2009 06:06,combo,kernel,ICH: not 100%% native mode: will probe irqs later
01-06-2009 06:06,combo,kernel,"    ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio"
01-06-2009 06:06,combo,autofs,automount startup succeeded
01-06-2009 06:06,combo,kernel,"    ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio"
01-06-2009 06:06,combo,kernel,"hda: IBM-DTLA-307015, ATA DISK drive"
01-06-2009 06:06,combo,smartd[1755],smartd version 5.21 Copyright (C) 2002-3 Bruce Allen 
01-06-2009 06:06,combo,kernel,Using cfq io scheduler
01-06-2009 06:06,combo,smartd[1755],Home page is http://smartmontools.sourceforge.net/  
01-06-2009 06:06,combo,kernel,"ide0 at 0x1f0-0x1f7,0x3f6 on irq 14"
01-06-2009 06:06,combo,smartd[1755],Opened configuration file /etc/smartd.conf 
01-06-2009 06:06,combo,kernel,"hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive"
01-06-2009 06:06,combo,smartd[1755],Configuration file /etc/smartd.conf parsed. 
01-06-2009 06:06,combo,kernel,hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124 (blacklisted)
01-06-2009 06:06,combo,smartd[1755],"Device: /dev/hda, opened "
01-06-2009 06:06,combo,kernel,"ide1 at 0x170-0x177,0x376 on irq 15"
01-06-2009 06:06,combo,apmd[1717],Charge: * * * (-1% unknown)
01-06-2009 06:06,combo,smartd[1755],"Device: /dev/hda, found in smartd database. "
01-06-2009 06:06,combo,kernel,hda: max request size: 128KiB
01-06-2009 06:06,combo,smartd[1755],"Device: /dev/hda, is SMART capable. Adding to ""monitor"" list. "
01-06-2009 06:06,combo,kernel,"hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)"
01-06-2009 06:06,combo,smartd[1755],Monitoring 1 ATA and 0 SCSI devices 
01-06-2009 06:06,combo,kernel, hda: hda1 hda2 hda3
01-06-2009 06:06,combo,smartd[1757],smartd has fork()ed into background mode. New PID=1757. 
01-06-2009 06:06,combo,smartd,smartd startup succeeded
01-06-2009 06:06,combo,kernel,"hdc: ATAPI 24X CD-ROM drive, 128kB Cache"
01-06-2009 06:06,combo,kernel,Uniform CD-ROM driver Revision: 3.20
01-06-2009 06:06,combo,kernel,ide-floppy driver 0.99.newide
01-06-2009 06:06,combo,kernel,usbcore: registered new driver hiddev
01-06-2009 06:06,combo,kernel,usbcore: registered new driver hid
01-06-2009 06:06,combo,kernel,drivers/usb/input/hid-core.c: v2.0:USB HID core driver
01-06-2009 06:06,combo,kernel,mice: PS/2 mouse device common for all mice
01-06-2009 06:06,combo,kernel,"serio: i8042 AUX port at 0x60,0x64 irq 12"
01-06-2009 06:06,combo,kernel,input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1
01-06-2009 06:06,combo,kernel,"serio: i8042 KBD port at 0x60,0x64 irq 1"
01-06-2009 06:06,combo,kernel,input: AT Translated Set 2 keyboard on isa0060/serio0
01-06-2009 06:06,combo,kernel,"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27"
01-06-2009 06:06,combo,kernel,NET: Registered protocol family 2
01-06-2009 06:06,combo,kernel,"IP: routing cache hash table of 512 buckets, 4Kbytes"
01-06-2009 06:06,combo,kernel,TCP: Hash tables configured (established 8192 bind 16384)
01-06-2009 06:06,combo,kernel,Initializing IPsec netlink socket
01-06-2009 06:06,combo,kernel,NET: Registered protocol family 1
01-06-2009 06:06,combo,kernel,NET: Registered protocol family 17
01-06-2009 06:06,combo,kernel,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd
01-06-2009 06:06,combo,kernel,Freeing initrd memory: 186k freed
01-06-2009 06:06,combo,kernel,md: Autodetecting RAID arrays.
01-06-2009 06:06,combo,kernel,md: autorun ...
01-06-2009 06:06,combo,kernel,md: ... autorun DONE.
01-06-2009 06:06,combo,kernel,RAMDISK: Compressed image found at block 0
01-06-2009 06:06,combo,rc,Starting hpoj:  succeeded
01-06-2009 06:06,combo,kernel,VFS: Mounted root (ext2 filesystem).
01-06-2009 06:06,combo,kernel,EXT3-fs: INFO: recovery required on readonly filesystem.
01-06-2009 06:06,combo,kernel,EXT3-fs: write access will be enabled during recovery.
01-06-2009 06:06,combo,kernel,kjournald starting.  Commit interval 5 seconds
01-06-2009 06:06,combo,kernel,EXT3-fs: hda2: orphan cleanup on readonly fs
01-06-2009 06:06,combo,kernel,EXT3-fs: hda2: 4 orphan inodes deleted
01-06-2009 06:06,combo,kernel,EXT3-fs: recovery complete.
01-06-2009 06:06,combo,kernel,EXT3-fs: mounted filesystem with ordered data mode.
01-06-2009 06:06,combo,kernel,Freeing unused kernel memory: 144k freed
01-06-2009 06:06,combo,kernel,SELinux:  Disabled at runtime.
01-06-2009 06:06,combo,kernel,SELinux:  Unregistering netfilter hooks
01-06-2009 06:06,combo,kernel,NET: Registered protocol family 10
01-06-2009 06:06,combo,kernel,Disabled Privacy Extensions on device 022db720(lo)
01-06-2009 06:06,combo,kernel,IPv6 over IPv4 tunneling driver
01-06-2009 06:06,combo,kernel,USB Universal Host Controller Interface driver v2.2
01-06-2009 06:06,combo,kernel,PCI: Found IRQ 11 for device 0000:00:1f.2
01-06-2009 06:06,combo,kernel,uhci_hcd 0000:00:1f.2: UHCI Host Controller
01-06-2009 06:06,combo,kernel,"uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80"
01-06-2009 06:06,combo,kernel,"uhci_hcd 0000:00:1f.2: new USB bus registered, assigned bus number 1"
01-06-2009 06:06,combo,kernel,hub 1-0:1.0: USB hub found
01-06-2009 06:06,combo,kernel,hub 1-0:1.0: 2 ports detected
01-06-2009 06:06,combo,kernel,"EXT3 FS on hda2, internal journal"
01-06-2009 06:06,combo,kernel,device-mapper: 4.1.0-ioctl (2003-12-10) initialised: dm@uk.sistina.com
01-06-2009 06:06,combo,kernel,cdrom: open failed.
01-06-2009 06:06,combo,kernel,Adding 262072k swap on /dev/hda3.  Priority:-1 extents:1
01-06-2009 06:06,combo,kernel,kjournald starting.  Commit interval 5 seconds
01-06-2009 06:06,combo,kernel,"EXT3 FS on hda1, internal journal"
01-06-2009 06:06,combo,kernel,EXT3-fs: mounted filesystem with ordered data mode.
01-06-2009 06:06,combo,kernel,IA-32 Microcode Update Driver: v1.13 <tigran@veritas.com>
01-06-2009 06:06,combo,kernel,microcode: CPU0 already at revision 0x8 (current=0x8)
01-06-2009 06:06,combo,kernel,microcode: No suitable data for cpu 0
01-06-2009 06:06,combo,kernel,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]"
01-06-2009 06:06,combo,kernel,parport0: irq 7 detected
01-06-2009 06:06,combo,kernel,SCSI subsystem initialized
01-06-2009 06:06,combo,kernel,inserting floppy driver for 2.6.5-1.358
01-06-2009 06:06,combo,kernel,Floppy drive(s): fd0 is 1.44M
01-06-2009 06:06,combo,kernel,FDC 0 is a National Semiconductor PC87306
01-06-2009 06:06,combo,kernel,PCI: Found IRQ 5 for device 0000:01:0c.0
01-06-2009 06:06,combo,kernel,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html
01-06-2009 06:06,combo,kernel,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19
01-06-2009 06:06,combo,kernel,ip_tables: (C) 2000-2002 Netfilter core team
01-06-2009 06:06,combo,kernel,PCI: Found IRQ 5 for device 0000:01:0c.0
01-06-2009 06:06,combo,kernel,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html
01-06-2009 06:06,combo,kernel,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19
01-06-2009 06:06,combo,kernel,ip_tables: (C) 2000-2002 Netfilter core team
01-06-2009 06:06,combo,kernel,process `syslogd' is using obsolete setsockopt SO_BSDCOMPAT
01-06-2009 06:06,combo,kernel,Bluetooth: Core ver 2.4
01-06-2009 06:06,combo,kernel,NET: Registered protocol family 31
01-06-2009 06:06,combo,kernel,Bluetooth: HCI device and connection manager initialized
01-06-2009 06:06,combo,kernel,Bluetooth: HCI socket layer initialized
01-06-2009 06:06,combo,kernel,Bluetooth: L2CAP ver 2.1
01-06-2009 06:06,combo,kernel,Bluetooth: L2CAP socket layer initialized
01-06-2009 06:06,combo,kernel,Bluetooth: RFCOMM ver 1.2
01-06-2009 06:06,combo,kernel,Bluetooth: RFCOMM socket layer initialized
01-06-2009 06:06,combo,kernel,Bluetooth: RFCOMM TTY layer initialized
01-06-2009 06:06,combo,kernel,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]"
01-06-2009 06:06,combo,kernel,parport0: irq 7 detected
01-06-2009 06:06,combo,kernel,lp0: using parport0 (polling).
01-06-2009 06:06,combo,kernel,lp0: console ready
01-06-2009 06:06,combo,cups,cupsd startup succeeded
01-06-2009 06:06,combo,sshd, succeeded
01-06-2009 06:06,combo,xinetd,xinetd startup succeeded
01-06-2009 06:06,combo,xinetd[2003],No such internal service: services/stream - DISABLING
01-06-2009 06:06,combo,sendmail,sendmail startup succeeded
01-06-2009 06:06,combo,sendmail,sm-client startup succeeded
01-06-2009 06:06,combo,xinetd[2003],bind failed (Address already in use (errno = 98)). service = telnet
01-06-2009 06:06,combo,xinetd[2003],Service telnet failed to start and is deactivated.
01-06-2009 06:06,combo,xinetd[2003],xinetd Version 2.3.13 started with libwrap loadavg options compiled in.
01-06-2009 06:06,combo,xinetd[2003],Started working: 30 available services
01-06-2009 06:06,combo,spamassassin,spamd startup succeeded
01-06-2009 06:06,combo,privoxy,Jun 09 06:06:44 Privoxy(-150093696) Info: loading configuration file '/etc/privoxy/config':
01-06-2009 06:06,combo,udev[2054],creating device node '/udev/lp0'
01-06-2009 06:06,combo,privoxy,privoxy startup succeeded
01-06-2009 06:06,combo,gpm[2068],*** info [startup.c(95)]: 
01-06-2009 06:06,combo,gpm[2068],Started gpm successfully. Entered daemon mode.
01-06-2009 06:06,combo,gpm[2068],*** info [mice.c(1766)]: 
01-06-2009 06:06,combo,gpm[2068],imps2: Auto-detected intellimouse PS/2
01-06-2009 06:06,combo,gpm,gpm startup succeeded
01-06-2009 06:06,combo,su(pam_unix)[2077],session opened for user htt by (uid=0)
01-06-2009 06:06,combo,su(pam_unix)[2077],session closed for user htt
01-06-2009 06:06,combo,IIim,htt startup succeeded
01-06-2009 06:06,combo,htt_server[2080],started.
01-06-2009 06:06,combo,canna, succeeded
01-06-2009 06:06,combo,crond,crond startup succeeded
01-06-2009 06:06,combo,xfs,xfs startup succeeded
01-06-2009 06:06,combo,anacron,anacron startup succeeded
01-06-2009 06:06,combo,atd,atd startup succeeded
01-06-2009 06:06,combo,readahead,Starting background readahead: 
01-06-2009 06:06,combo,rc,Starting readahead:  succeeded
01-06-2009 06:06,combo,messagebus,messagebus startup succeeded
01-06-2009 06:07,combo,httpd,httpd startup succeeded
01-06-2009 06:07,combo,squid[2261],Squid Parent: child process 2264 started
01-06-2009 10:07,combo,named[2275],starting BIND 9.2.3 -u named -t /var/named/chroot
01-06-2009 10:07,combo,named[2275],using 1 CPU
01-06-2009 06:07,combo,named,named startup succeeded
01-06-2009 10:07,combo,named[2275],loading configuration from '/etc/named.conf'
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface lo, 127.0.0.1#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0, 63.126.79.67#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:1, 63.126.79.69#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:2, 63.126.79.70#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:3, 63.126.79.71#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:4, 63.126.79.72#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:5, 63.126.79.73#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:6, 63.126.79.75#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:7, 63.126.79.80#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:8, 63.126.79.81#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:9, 63.126.79.82#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:10, 63.126.79.83#53"
01-06-2009 06:07,combo,snmpd,snmpd startup succeeded
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:11, 63.126.79.84#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:12, 63.126.79.85#53"
01-06-2009 06:07,combo,snmpd[2287],NET-SNMP version 5.1.1 
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:13, 63.126.79.87#53"
01-06-2009 06:07,combo,ntpd[2296],ntpd 4.2.0@1.1161-r Thu Mar 11 11:46:39 EST 2004 (1)
01-06-2009 06:07,combo,ntpd,ntpd startup succeeded
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:14, 63.126.79.89#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:15, 63.126.79.90#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:16, 63.126.79.95#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:17, 63.126.79.100#53"
01-06-2009 06:07,combo,ntpd[2296],precision = 1.000 usec
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:18, 63.126.79.105#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:19, 63.126.79.110#53"
01-06-2009 06:07,combo,ntpd[2296],kernel time sync status 0040
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:20, 63.126.79.115#53"
01-06-2009 06:07,combo,ntpd[2296],frequency initialized 0.000 PPM from /var/lib/ntp/drift
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:21, 63.126.79.120#53"
01-06-2009 10:07,combo,named[2275],"listening on IPv4 interface eth0:22, 63.126.79.125#53"
01-06-2009 06:07,combo,ntpd[2296],"configure: keyword ""authenticate"" unknown, line ignored"
01-06-2009 10:07,combo,named[2275],couldn't add command channel 127.0.0.1#953: not found
01-06-2009 10:07,combo,named[2275],couldn't add command channel ::1#953: not found
01-06-2009 06:07,combo,mysqld,Starting MySQL:  succeeded
01-06-2009 10:07,combo,named[2275],running
01-06-2009 06:07,combo,rsyncd[2360],"rsyncd version 2.6.2 starting, listening on port 873 "
01-06-2009 06:07,combo,mdmonitor,mdadm succeeded
01-06-2009 06:07,combo,mdmpd,mdmpd failed
01-06-2009 06:07,combo,udev[2514],creating device node '/udev/vcs2'
01-06-2009 06:07,combo,udev[2515],creating device node '/udev/vcsa2'
01-06-2009 06:07,combo,udev[2541],creating device node '/udev/vcs1'
01-06-2009 06:07,combo,udev[2542],creating device node '/udev/vcsa1'
01-06-2009 06:07,combo,udev[2555],creating device node '/udev/vcs5'
01-06-2009 06:07,combo,udev[2566],creating device node '/udev/vcsa5'
01-06-2009 06:07,combo,udev[2590],removing device node '/udev/vcs2'
01-06-2009 06:07,combo,udev[2456],removing device node '/udev/vcsa8'
01-06-2009 06:07,combo,udev[2611],removing device node '/udev/vcsa5'
01-06-2009 06:07,combo,udev[2575],removing device node '/udev/vcs1'
01-06-2009 06:07,combo,udev[2587],removing device node '/udev/vcsa1'
01-06-2009 06:07,combo,udev[2596],removing device node '/udev/vcs5'
01-06-2009 06:07,combo,udev[2606],creating device node '/udev/vcs2'
01-06-2009 06:07,combo,udev[2455],removing device node '/udev/vcs8'
01-06-2009 06:07,combo,udev[2498],creating device node '/udev/vcsa3'
01-06-2009 06:07,combo,udev[2457],creating device node '/udev/vcs3'
01-06-2009 06:07,combo,udev[2578],removing device node '/udev/vcsa2'
01-06-2009 06:07,combo,udev[2720],creating device node '/udev/vcsa5'
01-06-2009 06:07,combo,udev[2724],creating device node '/udev/vcs1'
01-06-2009 06:07,combo,udev[2631],creating device node '/udev/vcs6'
01-06-2009 06:07,combo,udev[2641],creating device node '/udev/vcs4'
01-06-2009 06:07,combo,udev[2648],creating device node '/udev/vcsa6'
01-06-2009 06:07,combo,udev[2655],creating device node '/udev/vcsa4'
01-06-2009 06:07,combo,udev[2725],creating device node '/udev/vcsa1'
01-06-2009 06:07,combo,udev[2734],creating device node '/udev/vcs5'
01-06-2009 06:07,combo,udev[2743],removing device node '/udev/vcsa3'
01-06-2009 06:07,combo,udev[2752],removing device node '/udev/vcs3'
01-06-2009 06:07,combo,udev[2757],creating device node '/udev/vcsa2'
01-06-2009 06:07,combo,udev[2770],removing device node '/udev/vcs6'
01-06-2009 06:07,combo,udev[2779],removing device node '/udev/vcs4'
01-06-2009 06:07,combo,udev[2789],removing device node '/udev/vcsa6'
01-06-2009 06:07,combo,udev[2798],removing device node '/udev/vcsa4'
01-06-2009 06:07,combo,udev[2811],creating device node '/udev/vcsa3'
01-06-2009 06:07,combo,udev[2813],creating device node '/udev/vcs3'
01-06-2009 06:07,combo,udev[2833],creating device node '/udev/vcs6'
01-06-2009 06:07,combo,udev[2846],creating device node '/udev/vcs4'
01-06-2009 06:07,combo,udev[2847],creating device node '/udev/vcsa6'
01-06-2009 06:07,combo,udev[2848],creating device node '/udev/vcsa4'
01-06-2009 06:07,combo,udev[2820],creating device node '/udev/vcs7'
01-06-2009 06:07,combo,udev[2827],creating device node '/udev/vcsa7'
01-06-2009 06:07,combo,udev[2889],removing device node '/udev/vcs7'
01-06-2009 06:07,combo,udev[2898],removing device node '/udev/vcsa7'
01-06-2009 06:07,combo,udev[2903],creating device node '/udev/vcs7'
01-06-2009 06:07,combo,udev[2904],creating device node '/udev/vcsa7'
01-06-2009 06:10,combo,ntpd[2296],"synchronized to LOCAL(0), stratum=10"
01-06-2009 06:10,combo,ntpd[2296],kernel time sync disabled 0041
01-06-2009 06:11,combo,ntpd[2296],kernel time sync enabled 0001
01-06-2010 04:02,combo,xinetd[2003],file descriptor of service comsat has been closed
01-06-2010 04:02,combo,xinetd[2003],select reported EBADF but no bad file descriptors were found
01-06-2010 04:03,combo,su(pam_unix)[5120],session opened for user cyrus by (uid=0)
01-06-2010 04:03,combo,su(pam_unix)[5120],session closed for user cyrus
01-06-2010 04:03,combo,logrotate,ALERT exited abnormally with [1]
01-06-2010 04:09,combo,su(pam_unix)[5493],session opened for user news by (uid=0)
01-06-2010 04:09,combo,su(pam_unix)[5493],session closed for user news
01-06-2010 11:31,combo,syslogd 1.4.1,restart.
01-06-2010 11:31,combo,syslog,syslogd startup succeeded
01-06-2010 11:31,combo,kernel,"klogd 1.4.1, log source = /proc/kmsg started."
01-06-2010 11:31,combo,kernel,Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004
01-06-2010 11:31,combo,kernel,BIOS-provided physical RAM map:
01-06-2010 11:31,combo,kernel, BIOS-e820: 0000000000000000 - 00000000000a0000 (usable)
01-06-2010 11:31,combo,kernel, BIOS-e820: 00000000000f0000 - 0000000000100000 (reserved)
01-06-2010 11:31,combo,kernel, BIOS-e820: 0000000000100000 - 0000000007eae000 (usable)
